trade_id,counterparty_id,legal_entity,product,asset_class,notional,mtm,collateral,margining,maturity_years,add_on_factor,counterparty_type,rating,credit_limit
T0004611,CP0036,JPM_EMEA_UK,Equity Option,Equity,2960004.433042527,120685.04378565954,31307.92912629777,Margined,1.8228474360961382,0.08,Bank,AA,107391212.09517552
T0004612,CP0017,JPM_EMEA_CH,FX Forward,FX,13107291.14039085,648950.5810878811,69214.73305751951,Margined,6.4618179589256615,0.04,Corporate,A,144612697.7213879
T0004613,CP0053,JPM_EMEA_DE,Securities Financing,SFT,7137683.362207139,-305301.69768417976,58675.03955373929,Margined,5.261935556737982,0.03,Asset Manager,A,53275461.77378836
T0004614,CP0067,JPM_EMEA_UK,FX Forward,FX,11343562.777262373,-82683.90015471392,159823.18599355844,Margined,0.5827352309753823,0.04,CCP,A,68575504.7535823
T0004615,CP0025,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,7438325.276950241,218500.7125131892,0.0,Unmargined,6.436427658645549,0.005,Sovereign,A,81553622.137404
T0004616,CP0038,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,44550743.812407054,2934681.819456334,0.0,Unmargined,5.494457501751255,0.005,Sovereign,BBB,105724942.50994723
T0004617,CP0072,JPM_EMEA_CH,FX Forward,FX,2221215.8662609877,138534.0913280677,34296.55280976903,Margined,4.245317378510592,0.04,Hedge Fund,AA,51326174.75073902
T0004618,CP0017,JPM_EMEA_CH,FX Forward,FX,5956160.3573718835,-165888.14030086246,125962.18578375308,Margined,0.9323860932340354,0.04,Corporate,A,144612697.7213879
T0004619,CP0034,JPM_EMEA_UK,Equity Option,Equity,2580992.1774415933,115180.9419938277,0.0,Unmargined,2.2748537974318235,0.08,Corporate,AA,92024698.66007642
T0004620,CP0022,JPM_EMEA_UK,Equity Option,Equity,10413422.833520764,21371.161253204915,55727.00204025835,Margined,2.139738674805786,0.08,Asset Manager,A,83791909.26608771
T0004621,CP0028,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3761130.1538428846,137486.54197777712,79316.434567766,Margined,4.498327625046327,0.005,Sovereign,A,87687412.32129991
T0004622,CP0037,JPM_EMEA_FR,Equity Option,Equity,22312325.53978179,615591.5689894003,290944.5063681748,Margined,4.135693869116936,0.08,CCP,AA,56560391.89907108
T0004623,CP0074,JPM_EMEA_UK,Equity Option,Equity,2352499.5606483547,-104071.61991831234,24418.623073656552,Margined,1.9768249067536945,0.08,Bank,A,128044647.3762378
T0004624,CP0002,JPM_EMEA_DE,FX Forward,FX,16336810.700887823,314468.71469427604,0.0,Unmargined,2.212139717251759,0.04,Sovereign,BBB,104480058.20212659
T0004625,CP0029,JPM_EMEA_CH,FX Forward,FX,7238643.968333866,254795.78472745267,0.0,Unmargined,3.6531699214912527,0.04,Corporate,AAA,77058489.83965607
T0004626,CP0070,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3872240.5462507405,-2731.6098508578366,7565.93249188894,Margined,5.925575848691934,0.005,Asset Manager,BBB,54119867.06997241
T0004627,CP0007,JPM_EMEA_CH,FX Forward,FX,6880812.211536428,-59319.99783196977,158789.61111103813,Margined,0.9272639949221347,0.04,Bank,A,62881957.60326209
T0004628,CP0041,JPM_EMEA_DE,Commodity Future,Commodity,5194283.784064138,-285728.3929822618,0.0,Unmargined,5.093879595728789,0.15,Bank,BBB,34006322.97426655
T0004629,CP0013,JPM_EMEA_CH,Securities Financing,SFT,5710171.403661147,136625.06179178483,146181.21237932317,Margined,6.969935853185685,0.03,Sovereign,BBB,95537948.16105135
T0004630,CP0045,JPM_EMEA_UK,Equity Option,Equity,3252497.907410399,23763.37703215287,4331.06228855798,Margined,5.2606435164947705,0.08,Bank,AAA,92130821.02089284
T0004631,CP0058,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1983188.4019353474,-64010.25554365322,28833.955083401717,Margined,3.118919250169194,0.005,Bank,AA,149008823.32725883
T0004632,CP0051,JPM_EMEA_UK,Equity Option,Equity,2861148.8533749073,-32629.68567063084,0.0,Unmargined,5.135138259694549,0.08,Sovereign,AA,57819318.95821542
T0004633,CP0045,JPM_EMEA_CH,Commodity Future,Commodity,743155.0189242451,4018.695276029257,0.0,Margined,6.031770976298513,0.15,Bank,AAA,92130821.02089284
T0004634,CP0060,JPM_EMEA_UK,FX Forward,FX,9283537.716960898,-181514.07462001377,160286.44132230827,Margined,5.391075693154588,0.04,Sovereign,BB,117319042.5294034
T0004635,CP0043,JPM_EMEA_CH,Commodity Future,Commodity,1163148.3098750643,108.98637184574835,0.0,Unmargined,0.13866463860040298,0.15,Sovereign,BBB,49927818.8163345
T0004636,CP0050,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,3217637.214487539,-197072.6942970979,31103.821405208346,Margined,0.9638799296285229,0.005,Sovereign,A,143876921.35906684
T0004637,CP0007,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,7647198.736938907,361175.35635174805,159323.2971506576,Margined,0.7946411446303818,0.005,Bank,A,62881957.60326209
T0004638,CP0002,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,9259879.894520393,5156.132379842323,0.0,Unmargined,0.2711903219731533,0.005,Sovereign,BBB,104480058.20212659
T0004639,CP0014,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,678169.8028496687,-26094.19227655191,0.0,Unmargined,5.0159348601374845,0.005,Sovereign,BBB,65093074.58952882
T0004640,CP0044,JPM_EMEA_CH,Securities Financing,SFT,3648974.9257655395,-314139.55693576,67151.54465122632,Margined,1.9082454434646632,0.03,Asset Manager,AA,24863632.30290337
T0004641,CP0032,JPM_EMEA_UK,FX Forward,FX,6334678.48660917,228173.363977371,63371.20882563607,Margined,5.067598415636738,0.04,Hedge Fund,A,136500900.33916968
T0004642,CP0030,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,4213570.847024841,82304.54037845078,0.0,Unmargined,4.67938415577165,0.005,Asset Manager,A,22809570.384442955
T0004643,CP0036,JPM_EMEA_UK,FX Forward,FX,15338550.789045082,113106.47307999348,340514.9044022375,Margined,3.689097521006794,0.04,Bank,AA,107391212.09517552
T0004644,CP0080,JPM_EMEA_UK,FX Forward,FX,1758546.2285363849,53156.77273924,4680.845803582193,Margined,0.4650138538646034,0.04,Sovereign,A,60342077.47701232
T0004645,CP0031,JPM_EMEA_FR,FX Forward,FX,515433.61120277346,15530.758924866162,4290.0271150563585,Margined,2.171878247736958,0.04,Asset Manager,AA,127417950.14526652
T0004646,CP0036,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,8994563.8473953,61210.997241128665,170281.26986035865,Margined,0.23844750758976246,0.005,Bank,AA,107391212.09517552
T0004647,CP0041,JPM_EMEA_UK,Equity Option,Equity,2337795.1497944444,-20800.526743994054,5013.2173774353905,Margined,6.374640676485884,0.08,Bank,BBB,34006322.97426655
T0004648,CP0062,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,689184.5192685315,-10062.063623799715,18058.548461762708,Margined,2.19500363235251,0.005,Sovereign,BBB,136148063.1607222
T0004649,CP0059,JPM_EMEA_CH,Commodity Future,Commodity,3413649.5578499283,50293.199382455336,35041.86412204668,Margined,0.7098993952661928,0.15,Sovereign,AA,135918044.6131388
T0004650,CP0079,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,13692556.130818928,669512.5680967721,260106.79563324235,Margined,0.06750090864760486,0.005,Corporate,A,45536506.54289452
T0004651,CP0051,JPM_EMEA_UK,Commodity Future,Commodity,1130931.6287885704,-4073.175790035807,21464.49584061068,Margined,4.3000130232293134,0.15,Sovereign,AA,57819318.95821542
T0004652,CP0077,JPM_EMEA_UK,Commodity Future,Commodity,41359010.88192599,2137297.5784379654,445920.3073483282,Margined,4.365734895014044,0.15,Hedge Fund,BBB,97919762.89770965
T0004653,CP0049,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,1730504.1229037999,22600.96628234024,14134.58999907499,Margined,6.964730783873487,0.005,Sovereign,AA,61228056.066952996
T0004654,CP0044,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,4363634.082049116,58141.862973165684,50863.75596968026,Margined,2.055833853665539,0.005,Asset Manager,AA,24863632.30290337
T0004655,CP0045,JPM_EMEA_UK,Securities Financing,SFT,1181945.6579580756,99494.80421361006,0.0,Unmargined,0.37335011606044044,0.03,Bank,AAA,92130821.02089284
T0004656,CP0039,JPM_EMEA_DE,FX Forward,FX,4169952.770869122,241205.65374762815,0.0,Unmargined,5.466707367952231,0.04,Hedge Fund,A,114509299.85729474
T0004657,CP0017,JPM_EMEA_UK,Equity Option,Equity,3499242.5799972937,205585.1330099114,8306.96145248488,Margined,2.1668445994319696,0.08,Corporate,A,144612697.7213879
T0004658,CP0030,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,901946.979931237,-25179.183061056254,21532.74105910606,Margined,2.3480803320190273,0.005,Asset Manager,A,22809570.384442955
T0004659,CP0049,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,67499576.92430721,5178998.700274658,0.0,Unmargined,6.35875365488213,0.005,Sovereign,AA,61228056.066952996
T0004660,CP0049,JPM_EMEA_DE,FX Forward,FX,2437461.6540667424,-7014.009904569308,36154.0669269395,Margined,4.048823424717874,0.04,Sovereign,AA,61228056.066952996
T0004661,CP0013,JPM_EMEA_FR,Securities Financing,SFT,2439594.419113254,-19424.51743834505,0.0,Unmargined,2.832430056199959,0.03,Sovereign,BBB,95537948.16105135
T0004662,CP0065,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,10541609.553061988,-796668.3795794831,113186.05355376232,Margined,6.656376070007428,0.005,Asset Manager,BBB,120361616.17442845
T0004663,CP0058,JPM_EMEA_DE,Commodity Future,Commodity,24546008.254650395,280319.80455201876,575434.9623241904,Margined,1.8937735721415956,0.15,Bank,AA,149008823.32725883
T0004664,CP0043,JPM_EMEA_DE,Equity Option,Equity,12338583.580679845,-467846.8675828413,139656.06583499955,Margined,0.19927148742055423,0.08,Sovereign,BBB,49927818.8163345
T0004665,CP0037,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1203355.901359628,17194.612884213915,11005.160199113216,Margined,1.6545832198097166,0.005,CCP,AA,56560391.89907108
T0004666,CP0045,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,4954039.8280778425,-201405.39765381248,0.0,Unmargined,0.3566754618649525,0.005,Bank,AAA,92130821.02089284
T0004667,CP0047,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,609523.2887058968,38350.89710335612,0.0,Unmargined,2.883844042878102,0.005,Asset Manager,BBB,127872666.6072137
T0004668,CP0035,JPM_EMEA_DE,FX Forward,FX,9855202.047680337,190255.54969364638,65431.39124344509,Margined,5.825912581994344,0.04,CCP,AAA,34114846.34760766
T0004669,CP0070,JPM_EMEA_FR,Equity Option,Equity,779662.7867863881,62213.58591923962,6240.752377494943,Margined,6.827498036894197,0.08,Asset Manager,BBB,54119867.06997241
T0004670,CP0013,JPM_EMEA_CH,FX Forward,FX,1791571.2668356306,-64148.71610365174,0.0,Unmargined,4.917230393742954,0.04,Sovereign,BBB,95537948.16105135
T0004671,CP0030,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,3987214.4612722322,216191.8460660852,0.0,Unmargined,6.486498619166665,0.005,Asset Manager,A,22809570.384442955
T0004672,CP0032,JPM_EMEA_FR,Equity Option,Equity,6242001.737849911,-393838.6913986882,57666.28119114399,Margined,2.889297616187943,0.08,Hedge Fund,A,136500900.33916968
T0004673,CP0008,JPM_EMEA_UK,Equity Option,Equity,3081325.1184496772,22440.186726776956,61174.30273834521,Margined,2.1538309062841594,0.08,Sovereign,AA,38788144.55258609
T0004674,CP0008,JPM_EMEA_DE,FX Forward,FX,18272149.911031228,-403938.93171984056,0.0,Margined,1.1218653385760755,0.04,Sovereign,AA,38788144.55258609
T0004675,CP0072,JPM_EMEA_UK,Equity Option,Equity,8244398.032269423,-129259.61922160957,189665.89555459557,Margined,3.5311208606399576,0.08,Hedge Fund,AA,51326174.75073902
T0004676,CP0062,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,7621849.945123674,-137783.0368073244,0.0,Unmargined,2.3222194869564534,0.005,Sovereign,BBB,136148063.1607222
T0004677,CP0030,JPM_EMEA_CH,Equity Option,Equity,1169870.9681964768,-37453.49682836815,0.0,Unmargined,0.7973869922120126,0.08,Asset Manager,A,22809570.384442955
T0004678,CP0022,JPM_EMEA_UK,FX Forward,FX,21881953.557926536,-964755.4358257751,0.0,Unmargined,6.526809611125267,0.04,Asset Manager,A,83791909.26608771
T0004679,CP0033,JPM_EMEA_FR,FX Forward,FX,1791815.2584246243,-27746.148618856245,27769.33131875906,Margined,0.9097414524660061,0.04,Bank,BBB,38232381.569819406
T0004680,CP0057,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,22733436.041075762,92320.34520343634,0.0,Unmargined,5.191188913392903,0.005,Corporate,A,76562617.80039492
T0004681,CP0024,JPM_EMEA_UK,Equity Option,Equity,30219560.640684135,1230821.6262048658,0.0,Unmargined,0.5231217458942147,0.08,CCP,BBB,94324646.8088898
T0004682,CP0006,JPM_EMEA_UK,Equity Option,Equity,6678883.904895566,69041.38536039078,59019.080121468716,Margined,3.7134594455562717,0.08,CCP,BBB,84218806.50178745
T0004683,CP0034,JPM_EMEA_FR,FX Forward,FX,11226841.333552798,458379.6612199986,0.0,Unmargined,4.73987759642434,0.04,Corporate,AA,92024698.66007642
T0004684,CP0048,JPM_EMEA_CH,Securities Financing,SFT,183301.04888216933,-9483.297987208522,4206.951949861806,Margined,1.6800146472629145,0.03,CCP,A,125072691.36835924
T0004685,CP0042,JPM_EMEA_DE,Commodity Future,Commodity,3291330.6820368813,-49876.592128735996,16960.13872361576,Margined,0.5757650574921676,0.15,Sovereign,A,139081539.86788905
T0004686,CP0014,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,12042716.062659029,299685.06261098327,51825.90588317918,Margined,4.173883993772663,0.005,Sovereign,BBB,65093074.58952882
T0004687,CP0068,JPM_EMEA_UK,Equity Option,Equity,10082534.095731186,121108.13738121437,140069.63505646205,Margined,4.240202932200355,0.08,Asset Manager,AA,32280666.847996987
T0004688,CP0051,JPM_EMEA_FR,FX Forward,FX,1181247.4286509447,-35604.13114332677,20955.61758100734,Margined,2.2182783674385274,0.04,Sovereign,AA,57819318.95821542
T0004689,CP0058,JPM_EMEA_UK,Securities Financing,SFT,2981934.7095548133,97486.63577327205,19010.893530581743,Margined,2.6645437838501573,0.03,Bank,AA,149008823.32725883
T0004690,CP0077,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,316614.2433483101,-5887.302978029688,5497.481902931791,Margined,0.3669600691886994,0.005,Hedge Fund,BBB,97919762.89770965
T0004691,CP0042,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,6045336.820013744,-164479.85960806665,138723.52125600402,Margined,2.1057306863994185,0.005,Sovereign,A,139081539.86788905
T0004692,CP0047,JPM_EMEA_UK,FX Forward,FX,608332.2757630086,10367.911376225331,13142.224060861288,Margined,6.184087201563918,0.04,Asset Manager,BBB,127872666.6072137
T0004693,CP0062,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,12388544.36293515,2675.030964701706,183676.79744335223,Margined,1.2404968447865723,0.005,Sovereign,BBB,136148063.1607222
T0004694,CP0062,JPM_EMEA_FR,Equity Option,Equity,13053016.047768114,-238895.408524652,0.0,Unmargined,3.3029606660424817,0.08,Sovereign,BBB,136148063.1607222
T0004695,CP0068,JPM_EMEA_FR,FX Forward,FX,2489115.799256895,-48513.858550550976,64430.73529551211,Margined,4.753942237096887,0.04,Asset Manager,AA,32280666.847996987
T0004696,CP0057,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,6736700.67901411,-252241.52896827174,0.0,Unmargined,5.6300316946662505,0.005,Corporate,A,76562617.80039492
T0004697,CP0005,JPM_EMEA_UK,FX Forward,FX,3219402.0290899104,-44592.544722973886,0.0,Unmargined,0.6139867264737905,0.04,Asset Manager,BBB,25409842.60204602
T0004698,CP0029,JPM_EMEA_FR,Securities Financing,SFT,5094710.0490497565,196148.0193759586,140951.5312355953,Margined,4.163261062466616,0.03,Corporate,AAA,77058489.83965607
T0004699,CP0048,JPM_EMEA_UK,Commodity Future,Commodity,1270022.9077125238,10870.464153033532,0.0,Unmargined,4.409666709017265,0.15,CCP,A,125072691.36835924
T0004700,CP0036,JPM_EMEA_DE,FX Forward,FX,7454269.715218132,250096.65889340753,29990.540736471557,Margined,1.421800440855765,0.04,Bank,AA,107391212.09517552
T0004701,CP0004,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,775001.0699070437,13998.378409514,0.0,Unmargined,0.26439719355264835,0.005,Asset Manager,A,74054962.28217925
T0004702,CP0022,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,641699.0843051339,-13750.724063408781,6172.480801127529,Margined,5.918349944049625,0.005,Asset Manager,A,83791909.26608771
T0004703,CP0025,JPM_EMEA_DE,Securities Financing,SFT,3540847.284648439,-204377.50916875087,0.0,Unmargined,3.1084853329125712,0.03,Sovereign,A,81553622.137404
T0004704,CP0003,JPM_EMEA_DE,Equity Option,Equity,3238308.3572893776,-105050.40823236531,50382.530605913875,Margined,0.47241591418516676,0.08,Corporate,BBB,30977761.748185582
T0004705,CP0061,JPM_EMEA_CH,Equity Option,Equity,5251932.434668302,-123384.97946648822,155754.75630068663,Margined,4.06729952564084,0.08,CCP,BBB,135803023.8142082
T0004706,CP0031,JPM_EMEA_DE,Securities Financing,SFT,2089211.8109151705,-54738.18609217402,0.0,Unmargined,2.6695450750582324,0.03,Asset Manager,AA,127417950.14526652
T0004707,CP0064,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,26363646.29543514,905214.1826176164,0.0,Unmargined,0.6073991057073364,0.005,CCP,BB,61070776.73800309
T0004708,CP0070,JPM_EMEA_CH,Equity Option,Equity,4696884.189633411,159555.95686054145,0.0,Unmargined,2.045423064615166,0.08,Asset Manager,BBB,54119867.06997241
T0004709,CP0071,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,5048928.990148241,390866.81334789965,0.0,Unmargined,2.3214763069921,0.005,Sovereign,A,141785709.5693913
T0004710,CP0073,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,4872115.5073266495,-130232.82165040325,0.0,Unmargined,4.045589620236833,0.005,Asset Manager,A,35958531.21349318
T0004711,CP0040,JPM_EMEA_UK,FX Forward,FX,10904812.767276116,609695.6139062193,0.0,Margined,2.8531680891591282,0.04,Corporate,BBB,119924173.94929542
T0004712,CP0020,JPM_EMEA_FR,FX Forward,FX,7115758.101389851,396307.5378563184,0.0,Unmargined,0.7935956359513637,0.04,Asset Manager,AA,30754899.989917014
T0004713,CP0007,JPM_EMEA_UK,Securities Financing,SFT,6223374.357324961,-50591.25105702483,25105.684068707473,Margined,4.465581160961653,0.03,Bank,A,62881957.60326209
T0004714,CP0050,JPM_EMEA_DE,FX Forward,FX,8350141.342670941,138398.90743124607,71768.6291347431,Margined,5.115154358384842,0.04,Sovereign,A,143876921.35906684
T0004715,CP0011,JPM_EMEA_CH,Commodity Future,Commodity,645119.1336379308,28014.726556661353,7773.386103480766,Margined,3.575755657118897,0.15,Corporate,AA,42177085.909795195
T0004716,CP0020,JPM_EMEA_UK,Commodity Future,Commodity,669949.2675987555,-1381.677772864016,3188.0042469570826,Margined,0.4902876665264762,0.15,Asset Manager,AA,30754899.989917014
T0004717,CP0020,JPM_EMEA_FR,Equity Option,Equity,3707047.0482445597,-17696.375729492967,30023.398689475776,Margined,0.7674123180037467,0.08,Asset Manager,AA,30754899.989917014
T0004718,CP0022,JPM_EMEA_CH,Securities Financing,SFT,3282549.734332484,-72074.31997590713,0.0,Unmargined,6.615288860994533,0.03,Asset Manager,A,83791909.26608771
T0004719,CP0030,JPM_EMEA_CH,FX Forward,FX,7142795.34880491,-590004.5253937352,44725.944703865396,Margined,1.3660892348900793,0.04,Asset Manager,A,22809570.384442955
T0004720,CP0027,JPM_EMEA_UK,FX Forward,FX,4080874.3352109795,10065.50338810328,0.0,Unmargined,2.187087167858835,0.04,Asset Manager,A,63103969.654531784
T0004721,CP0043,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,7157489.532764909,-177830.87983075678,58246.815849685634,Margined,4.828220324761044,0.005,Sovereign,BBB,49927818.8163345
T0004722,CP0077,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,1151078.226711692,-43323.36353694009,0.0,Unmargined,5.553257531054079,0.005,Hedge Fund,BBB,97919762.89770965
T0004723,CP0052,JPM_EMEA_FR,Securities Financing,SFT,3957251.7852246403,58475.15314341839,66057.10974373433,Margined,6.381581495984995,0.03,Hedge Fund,BBB,86957426.80012289
T0004724,CP0055,JPM_EMEA_UK,FX Forward,FX,1046276.449890639,-53146.583665319435,14236.05633585185,Margined,2.796540995692725,0.04,Asset Manager,A,41399016.28566236
T0004725,CP0014,JPM_EMEA_FR,FX Forward,FX,5889389.225875566,166156.13794160562,0.0,Unmargined,6.946429429146961,0.04,Sovereign,BBB,65093074.58952882
T0004726,CP0010,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,611408.0633687694,10348.678227646438,16565.262089215197,Margined,0.7720391981706288,0.005,Bank,AA,96393794.38310257
T0004727,CP0016,JPM_EMEA_FR,FX Forward,FX,5666685.957577932,-79371.92385649904,98705.73665178931,Margined,5.794413079302147,0.04,Sovereign,BBB,22964503.233860675
T0004728,CP0068,JPM_EMEA_FR,Equity Option,Equity,920622.6726519123,-2039.9698962977022,14358.672137483245,Margined,1.94113776258058,0.08,Asset Manager,AA,32280666.847996987
T0004729,CP0014,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,2725812.552029394,-113551.18593475275,48853.91566080573,Margined,6.562781904290947,0.005,Sovereign,BBB,65093074.58952882
T0004730,CP0079,JPM_EMEA_UK,Commodity Future,Commodity,9788635.330224013,257067.68368866417,154001.76619304623,Margined,6.090914353070294,0.15,Corporate,A,45536506.54289452
T0004731,CP0061,JPM_EMEA_UK,Equity Option,Equity,5021227.118351227,32927.94428615686,62271.223936850605,Margined,5.347780718162021,0.08,CCP,BBB,135803023.8142082
T0004732,CP0067,JPM_EMEA_FR,Commodity Future,Commodity,771540.6935124069,7070.976344607325,9077.479898412224,Margined,4.2460448122091,0.15,CCP,A,68575504.7535823
T0004733,CP0025,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,2041940.3676982212,35869.0579244883,7813.771275714229,Margined,1.5404715546508954,0.005,Sovereign,A,81553622.137404
T0004734,CP0013,JPM_EMEA_CH,Equity Option,Equity,891291.1258055257,-20040.270511883213,16677.26594179935,Margined,3.2603812557023395,0.08,Sovereign,BBB,95537948.16105135
T0004735,CP0014,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,734574.2946736915,-39055.14063038979,8630.984633055257,Margined,0.2917614819928914,0.005,Sovereign,BBB,65093074.58952882
T0004736,CP0069,JPM_EMEA_DE,FX Forward,FX,4499460.664472049,150759.5729953491,0.0,Unmargined,4.980354837888017,0.04,Bank,AA,117082649.47537337
T0004737,CP0035,JPM_EMEA_DE,Equity Option,Equity,7004779.520331442,168851.22236315737,0.0,Unmargined,0.8553609087997754,0.08,CCP,AAA,34114846.34760766
T0004738,CP0033,JPM_EMEA_CH,Equity Option,Equity,6214593.28427363,-116446.30282195109,43454.841426671774,Margined,1.845103223150675,0.08,Bank,BBB,38232381.569819406
T0004739,CP0020,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,7307645.8445139,104637.13563173122,0.0,Unmargined,1.7530946619801016,0.005,Asset Manager,AA,30754899.989917014
T0004740,CP0029,JPM_EMEA_UK,Securities Financing,SFT,3952639.2100255108,174031.02986665178,0.0,Unmargined,5.526243157978124,0.03,Corporate,AAA,77058489.83965607
T0004741,CP0030,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3043183.411565018,121284.63881382835,0.0,Unmargined,2.8345022802554447,0.005,Asset Manager,A,22809570.384442955
T0004742,CP0060,JPM_EMEA_UK,Equity Option,Equity,1367829.3045750223,-27027.70422199612,1767.834267091892,Margined,3.7650597943055346,0.08,Sovereign,BB,117319042.5294034
T0004743,CP0066,JPM_EMEA_FR,Securities Financing,SFT,2575940.4464722904,-134223.59272232608,41114.32126060571,Margined,1.4998989651808514,0.03,Hedge Fund,BBB,106015964.21180893
T0004744,CP0038,JPM_EMEA_UK,FX Forward,FX,1067101.3735222097,-49196.07296407808,16453.98750595951,Margined,2.3720096929279593,0.04,Sovereign,BBB,105724942.50994723
T0004745,CP0027,JPM_EMEA_DE,Commodity Future,Commodity,1717945.0427993317,-18743.48555337417,36059.21101208043,Margined,3.6076976543611083,0.15,Asset Manager,A,63103969.654531784
T0004746,CP0037,JPM_EMEA_FR,Equity Option,Equity,4372002.890958153,223763.91569801836,40967.527557229005,Margined,1.3997170320422632,0.08,CCP,AA,56560391.89907108
T0004747,CP0014,JPM_EMEA_UK,Commodity Future,Commodity,3555473.5942441025,-90648.8949700914,0.0,Margined,4.844196884982544,0.15,Sovereign,BBB,65093074.58952882
T0004748,CP0006,JPM_EMEA_DE,Equity Option,Equity,85714533.67354451,-1788988.7343035017,804147.7584747523,Margined,3.1724082791053347,0.08,CCP,BBB,84218806.50178745
T0004749,CP0019,JPM_EMEA_CH,Equity Option,Equity,1041330.0222167795,-22484.28166282642,0.0,Unmargined,6.886370396383727,0.08,CCP,AA,121755579.54253721
T0004750,CP0002,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3529639.1442260253,-65688.62414698342,0.0,Margined,1.7633862561958533,0.005,Sovereign,BBB,104480058.20212659
T0004751,CP0003,JPM_EMEA_CH,Commodity Future,Commodity,963254.3783588291,-378.5007352558475,0.0,Unmargined,2.8026142208235574,0.15,Corporate,BBB,30977761.748185582
T0004752,CP0020,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2714230.492809944,-121602.29256332734,0.0,Unmargined,6.476407034664036,0.005,Asset Manager,AA,30754899.989917014
T0004753,CP0073,JPM_EMEA_CH,Securities Financing,SFT,2826957.8788428227,107290.3972714047,48602.98451595022,Margined,6.207681848606591,0.03,Asset Manager,A,35958531.21349318
T0004754,CP0015,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,9310794.140224367,-47193.97355796184,93399.94758380068,Margined,3.4149800914385477,0.005,Sovereign,BBB,96819013.89258417
T0004755,CP0056,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,2551363.2442348367,221381.04910130944,0.0,Unmargined,0.9089752655491254,0.005,Bank,A,25838380.52100277
T0004756,CP0012,JPM_EMEA_DE,Securities Financing,SFT,3303474.393269821,-135690.16098379242,32871.455655439546,Margined,2.891030585663669,0.03,CCP,AAA,140265615.38898364
T0004757,CP0038,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2601209.1604926,144745.1057537889,40170.81156273302,Margined,4.131947821528326,0.005,Sovereign,BBB,105724942.50994723
T0004758,CP0049,JPM_EMEA_CH,FX Forward,FX,985350.9735639472,47983.72398643958,10144.6099521385,Margined,1.816892506756943,0.04,Sovereign,AA,61228056.066952996
T0004759,CP0045,JPM_EMEA_DE,Equity Option,Equity,2083797.5813990005,-30025.31496766228,0.0,Margined,1.3783735029282864,0.08,Bank,AAA,92130821.02089284
T0004760,CP0064,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,2730152.984857382,-37750.156961265486,28290.653242166518,Margined,3.7434917546172355,0.005,CCP,BB,61070776.73800309
T0004761,CP0021,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,4306477.327539483,-138864.18549762637,0.0,Unmargined,1.2733667451735886,0.005,Corporate,BBB,83265583.00896084
T0004762,CP0060,JPM_EMEA_DE,FX Forward,FX,6995322.058803533,-222757.28599426156,117632.7652395861,Margined,6.1280164279098654,0.04,Sovereign,BB,117319042.5294034
